step,loss,grad_norm,lr
1,3.5157599952071905,1.0117019414901733,6.944444444444445e-07
2,3.779706973582506,3.016855478286743,1.388888888888889e-06
3,4.145589645951986,2.0937445163726807,2.0833333333333334e-06
4,3.4395218233112246,2.407309055328369,2.777777777777778e-06
5,3.7956764921545982,1.7033668756484985,3.4722222222222224e-06
6,3.061073301360011,2.3113961219787598,4.166666666666667e-06
7,3.517791892401874,1.7251715660095215,4.861111111111111e-06
8,3.2204917119815946,1.6219096183776855,5.555555555555556e-06
9,3.4436617577448487,1.379454255104065,6.25e-06
10,2.5678065267857164,1.3733744621276855,6.944444444444445e-06
11,2.924695427995175,1.6314550638198853,7.63888888888889e-06
12,2.596819822792895,1.088913917541504,8.333333333333334e-06
13,2.8691077595576644,1.3487526178359985,9.027777777777777e-06
14,3.386954240500927,2.4877688884735107,9.722222222222223e-06
15,4.736565098166466,4.22636079788208,1.0416666666666668e-05
16,1.9565248189028352,2.309213638305664,1.1111111111111112e-05
17,3.2973277559503913,2.2080583572387695,1.1805555555555555e-05
18,3.6842547431588173,2.623103141784668,1.25e-05
19,4.467647261917591,1.9952936172485352,1.3194444444444446e-05
20,3.28255044168327,1.311508297920227,1.388888888888889e-05
21,3.1319631887599826,1.1666364669799805,1.4583333333333335e-05
22,2.0239552488783374,3.040863275527954,1.527777777777778e-05
23,4.9092351496219635,3.743309736251831,1.597222222222222e-05
24,3.2874835170805454,1.5531811714172363,1.6666666666666667e-05
25,3.167214630637318,3.556950807571411,1.736111111111111e-05
26,3.2039466965943575,1.9993854761123657,1.8055555555555555e-05
27,2.4843611309770495,1.5599757432937622,1.8750000000000002e-05
28,4.176864095032215,2.6135785579681396,1.9444444444444445e-05
29,3.488604187150486,1.656288743019104,2.013888888888889e-05
30,2.7305623665452003,1.8343998193740845,2.0833333333333336e-05
31,2.635067964438349,3.125885486602783,2.152777777777778e-05
32,3.707628610311076,2.8782918453216553,2.2222222222222223e-05
33,2.81101655960083,2.4502439498901367,2.2916666666666667e-05
34,4.4584713579388335,3.4753034114837646,2.361111111111111e-05
35,4.2228854559361935,3.1461095809936523,2.4305555555555558e-05
36,3.3927377951331437,2.400987386703491,2.5e-05
37,3.700818127952516,1.8784222602844238,2.5694444444444445e-05
38,3.2894160179421306,2.0811614990234375,2.6388888888888892e-05
39,3.450470901792869,4.2540740966796875,2.7083333333333332e-05
40,3.2512880713911727,3.4149177074432373,2.777777777777778e-05
41,2.83982227568049,1.96601402759552,2.8472222222222223e-05
42,3.2056561186909676,1.4323492050170898,2.916666666666667e-05
43,3.8095071390271187,2.3997957706451416,2.9861111111111113e-05
44,2.698829867877066,1.9151747226715088,3.055555555555556e-05
45,4.2753024995327,4.1690497398376465,3.125e-05
46,3.500404099468142,2.4080488681793213,3.194444444444444e-05
47,3.3508902518078685,1.7517975568771362,3.263888888888889e-05
48,2.3953960966318846,2.151778221130371,3.3333333333333335e-05
49,3.3943130543921143,3.284154176712036,3.402777777777778e-05
50,3.6346773831173778,4.459090709686279,3.472222222222222e-05
51,3.0049330964684486,1.9143973588943481,3.541666666666667e-05
52,3.2244561361148953,2.7575643062591553,3.611111111111111e-05
53,3.029803834622726,2.37766695022583,3.6805555555555556e-05
54,3.0687064793892205,1.8633697032928467,3.7500000000000003e-05
55,3.801111787557602,3.3676021099090576,3.8194444444444444e-05
56,3.405517035163939,2.3177316188812256,3.888888888888889e-05
57,2.6479158978909254,2.087559461593628,3.958333333333333e-05
58,2.9092365596443415,5.780421733856201,4.027777777777778e-05
59,2.944824432954192,4.4679341316223145,4.0972222222222225e-05
60,3.5974251530133188,2.6167263984680176,4.166666666666667e-05
61,2.9127257014624774,4.478257656097412,4.236111111111111e-05
62,3.857770617119968,3.3831706047058105,4.305555555555556e-05
63,3.5027356343343854,4.558201789855957,4.375e-05
64,3.810793013777584,3.15736985206604,4.4444444444444447e-05
65,2.879531206097454,5.862802982330322,4.5138888888888894e-05
66,3.0214059732388705,2.3099958896636963,4.5833333333333334e-05
67,2.5150272101163864,4.52202033996582,4.652777777777778e-05
68,3.9615239053964615,3.609027147293091,4.722222222222222e-05
69,3.05965658929199,4.478104114532471,4.791666666666667e-05
70,2.7349551310762763,2.7076478004455566,4.8611111111111115e-05
71,3.0000166692771018,3.0882632732391357,4.930555555555556e-05
72,3.0552145931869745,5.413336277008057,5e-05
73,3.0420843651518226,4.398758888244629,4.9999977353140314e-05
74,2.2503835957031697,2.6166489124298096,4.999990941260228e-05
75,2.2797723051626235,4.880278587341309,4.999979617850897e-05
76,3.5125031443312764,7.223170757293701,4.999963765106557e-05
77,3.701289312914014,3.030524969100952,4.999943383055926e-05
78,2.6816887906752527,2.626922845840454,4.9999184717359335e-05
79,2.439808245631866,3.6687514781951904,4.999889031191711e-05
80,3.2095926171168685,3.670866012573242,4.999855061476599e-05
81,3.023599833017215,2.8599343299865723,4.999816562652141e-05
82,2.82057914044708,3.1968977451324463,4.999773534788087e-05
83,3.7994640979450196,5.986634731292725,4.999725977962393e-05
84,2.5527655724436045,5.235600471496582,4.99967389226122e-05
85,2.5539582474157214,2.905604839324951,4.999617277778934e-05
86,4.158929942175746,5.311232089996338,4.9995561346181064e-05
87,2.4964979090727866,3.3511695861816406,4.999490462889514e-05
88,2.8901704737218097,3.849412441253662,4.999420262712136e-05
89,2.4353394797071815,3.8024659156799316,4.999345534213159e-05
90,3.917335390113294,4.843277454376221,4.999266277527971e-05
91,2.599861543625593,4.409643173217773,4.999182492800166e-05
92,2.4649029187858105,3.9921915531158447,4.99909418018154e-05
93,3.2605061754584312,4.970898151397705,4.9990013398320946e-05
94,3.260216023772955,3.2769999504089355,4.998903971920032e-05
95,3.1262833951041102,3.1753554344177246,4.998802076621759e-05
96,3.3692069640383124,3.3913748264312744,4.9986956541218844e-05
97,2.628266530111432,4.502613544464111,4.9985847046132186e-05
98,2.6396449566818774,3.124511480331421,4.998469228296774e-05
99,3.9320393186062574,4.441671848297119,4.9983492253817656e-05
100,2.380954932421446,4.628591060638428,4.9982246960856086e-05
101,3.737444918602705,5.479097366333008,4.998095640633917e-05
102,1.904493729583919,2.8292062282562256,4.997962059260509e-05
103,3.0588725823909044,3.478910446166992,4.997823952207399e-05
104,2.013910062611103,2.447370767593384,4.997681319724803e-05
105,2.5403520073741674,3.9232945442199707,4.997534162071135e-05
106,2.679509422276169,5.4241180419921875,4.997382479513007e-05
107,3.278328275308013,5.36221170425415,4.9972262723252315e-05
108,2.8179434669436887,2.885211229324341,4.997065540790816e-05
109,2.3616733397357166,3.096569299697876,4.996900285200965e-05
110,2.172146655153483,2.805149555206299,4.99673050585508e-05
111,3.02771882340312,3.4376401901245117,4.9965562030607594e-05
112,2.849676580168307,2.908818244934082,4.996377377133795e-05
113,3.315573642961681,5.813080310821533,4.996194028398176e-05
114,2.3880693446844816,3.1568515300750732,4.996006157186082e-05
115,2.864629816263914,4.794914245605469,4.995813763837891e-05
116,3.0357435427140445,4.146812438964844,4.995616848702169e-05
117,2.6350440729875118,2.829350233078003,4.9954154121356787e-05
118,2.0554637536406517,2.3407652378082275,4.995209454503372e-05
119,3.445663412101567,3.650820255279541,4.9949989761783924e-05
120,3.259090759791434,3.8178563117980957,4.9947839775420726e-05
121,2.569470290094614,6.415486812591553,4.994564458983937e-05
122,2.548142280895263,3.314161777496338,4.9943404209016985e-05
123,1.7964775112923235,3.4671545028686523,4.9941118637012576e-05
124,2.0154118184000254,3.2369112968444824,4.993878787796702e-05
125,2.727224851027131,4.704020977020264,4.993641193610308e-05
126,3.1305857149418443,2.988129138946533,4.993399081572534e-05
127,2.6077530793845654,5.963466167449951,4.993152452122029e-05
128,2.002847750671208,3.7720248699188232,4.992901305705622e-05
129,3.429253876209259,4.217468738555908,4.9926456427783273e-05
130,2.107552357017994,2.8974690437316895,4.992385463803343e-05
131,2.8832686874084175,4.027105808258057,4.992120769252047e-05
132,3.1491093894001096,4.67509651184082,4.9918515596039996e-05
133,2.664355840533972,5.320085048675537,4.991577835346941e-05
134,2.2622936833649874,4.2297139167785645,4.991299596976791e-05
135,3.28420780505985,4.339722156524658,4.991016844997647e-05
136,2.7880640514194965,4.663243770599365,4.9907295799217845e-05
137,2.6882111080922186,4.618809223175049,4.9904378022696576e-05
138,2.4354225527495146,3.302609920501709,4.9901415125698914e-05
139,2.899188128300011,3.2481634616851807,4.989840711359291e-05
140,2.571061988826841,3.5993683338165283,4.98953539918283e-05
141,2.7531863879412413,2.501417875289917,4.989225576593659e-05
142,2.7519097924232483,3.8282220363616943,4.988911244153098e-05
143,2.868569432757795,4.596076011657715,4.98859240243064e-05
144,2.1558572435751557,4.12825870513916,4.988269052003943e-05
145,2.3980172090232372,3.4130475521087646,4.98794119345884e-05
146,2.428200206719339,3.4677536487579346,4.987608827389326e-05
147,2.588993914425373,2.9329562187194824,4.9872719543975665e-05
148,2.471816862002015,3.058088541030884,4.9869305750938897e-05
149,2.5957014185842127,5.583768844604492,4.986584690096789e-05
150,2.4988199891522527,3.511378049850464,4.986234300032923e-05
151,2.706971663981676,7.061328887939453,4.9858794055371074e-05
152,2.139516589231789,2.926551342010498,4.985520007252324e-05
153,2.7959193801507354,3.562364339828491,4.985156105829711e-05
154,2.786426518112421,2.987539768218994,4.9847877019285685e-05
155,3.2927015288732946,6.0635857582092285,4.984414796216349e-05
156,2.1905768727883697,5.449436664581299,4.9840373893686666e-05
157,2.549250017851591,4.314161777496338,4.983655482069285e-05
158,2.40590310562402,4.235729217529297,4.983269075010126e-05
159,1.8366661991458386,3.24802827835083,4.9828781688912626e-05
160,3.0474982615560293,5.1773552894592285,4.982482764420917e-05
161,2.3886897703632712,3.318026304244995,4.982082862315464e-05
162,1.9432303356006742,2.7733020782470703,4.981678463299424e-05
163,1.423957595601678,6.424428462982178,4.9812695681054684e-05
164,2.5166826602071524,4.980964660644531,4.9808561774744116e-05
165,1.9576392332091928,3.134126663208008,4.980438292155214e-05
166,2.991828788071871,3.9826254844665527,4.9800159129049785e-05
167,3.20915599539876,4.009928226470947,4.97958904048895e-05
168,3.14020330645144,3.822503089904785,4.979157675680515e-05
169,2.860743932425976,3.3372538089752197,4.9787218192611964e-05
170,3.0285788828041404,3.9784927368164062,4.978281472020658e-05
171,1.8862983984872699,5.214180946350098,4.9778366347566985e-05
172,2.201110517606139,3.9964897632598877,4.9773873082752504e-05
173,2.620226093567908,3.4219911098480225,4.976933493390381e-05
174,2.335652395384386,2.99839448928833,4.9764751909242876e-05
175,2.3665058594197035,5.045982837677002,4.976012401707302e-05
176,2.191546014510095,3.7239928245544434,4.975545126577879e-05
177,1.7471088985912502,3.566908836364746,4.975073366382605e-05
178,2.2984202122315764,4.6468610763549805,4.9745971219761914e-05
179,2.3989190300926566,4.1672563552856445,4.974116394221472e-05
180,2.4818740682676435,3.218231201171875,4.9736311839894056e-05
181,2.512968580238521,3.860076904296875,4.973141492159071e-05
182,1.9082497963681817,3.478625774383545,4.9726473196176685e-05
183,2.160601219162345,5.331110954284668,4.972148667260512e-05
184,3.363919119350612,3.7830071449279785,4.971645535991036e-05
185,2.593074768781662,4.1132049560546875,4.971137926720787e-05
186,1.5361326918937266,3.205901861190796,4.970625840369426e-05
187,1.888609985820949,3.1466338634490967,4.970109277864724e-05
188,3.4926210967823863,6.071562767028809,4.969588240142564e-05
189,3.029236476868391,4.530913352966309,4.969062728146934e-05
190,2.2441504020243883,4.480161190032959,4.9685327428299314e-05
191,3.023369309026748,4.107136249542236,4.967998285151754e-05
192,2.7820550706237555,4.232786655426025,4.967459356080707e-05
193,2.1017152653075755,6.223083019256592,4.9669159565931935e-05
194,2.957039911765605,4.199889183044434,4.9663680876737175e-05
195,1.947556406725198,3.039494037628174,4.9658157503148786e-05
196,2.6523448918014765,4.218610763549805,4.965258945517374e-05
197,2.041099232621491,3.3930795192718506,4.964697674289995e-05
198,2.583451334387064,4.514824390411377,4.964131937649623e-05
199,2.492288537323475,4.0999627113342285,4.963561736621231e-05
200,2.6471138363704085,6.356346130371094,4.9629870722378803e-05
201,2.6668362133204937,4.331724166870117,4.962407945540718e-05
202,2.260100965388119,4.499991416931152,4.961824357578976e-05
203,2.2157895476557314,5.958766460418701,4.961236309409969e-05
204,2.491704564075917,3.7639832496643066,4.960643802099093e-05
205,1.9485165616497397,2.4099323749542236,4.960046836719823e-05
206,2.8280684296041727,3.610670804977417,4.959445414353708e-05
207,1.6437082272022963,3.5546979904174805,4.958839536090377e-05
208,2.0404636175371706,4.286412239074707,4.958229203027528e-05
209,2.5085647217929363,4.438625335693359,4.957614416270931e-05
210,2.435361944604665,4.1646833419799805,4.956995176934426e-05
211,2.240331052336842,3.321718215942383,4.9563714861399174e-05
212,2.173554802313447,4.9148759841918945,4.955743345017377e-05
213,3.4809882529079914,3.751526117324829,4.95511075470484e-05
214,1.7481680028140545,3.3824005126953125,4.9544737163484e-05
215,3.2077661608345807,5.143385410308838,4.953832231102211e-05
216,1.5849219313822687,3.710641384124756,4.953186300128482e-05
217,2.757818540558219,4.051717758178711,4.9525359245974776e-05
218,2.7737907515838742,3.9833462238311768,4.951881105687517e-05
219,2.3655117312446237,4.962213039398193,4.9512218445849655e-05
220,2.4527640268206596,4.001256942749023,4.9505581424842396e-05
221,2.2787695080041885,4.215149879455566,4.9498900005878e-05
222,1.4267940055578947,3.667292833328247,4.949217420106153e-05
223,2.6661013904958963,4.786466598510742,4.948540402257844e-05
224,2.6259814547374845,3.8070602416992188,4.94785894826946e-05
225,3.282004676759243,3.885554075241089,4.947173059375626e-05
226,2.916577792726457,4.0557122230529785,4.946482736818997e-05
227,1.3811443066224456,3.4809443950653076,4.945787981850267e-05
228,3.052550561260432,4.245027542114258,4.9450887957281565e-05
229,2.276271678507328,3.3991198539733887,4.9443851797194154e-05
230,1.943805200746283,3.120845317840576,4.9436771350988174e-05
231,2.1963120005093515,3.9289069175720215,4.942964663149164e-05
232,1.8684448231942952,3.419327974319458,4.942247765161274e-05
233,1.7874267490115017,3.488708019256592,4.941526442433986e-05
234,2.739042602479458,5.408035755157471,4.940800696274157e-05
235,2.5761689806822687,4.286464214324951,4.940070527996656e-05
236,1.5290520754642785,3.373660087585449,4.9393359389243645e-05
237,2.683858022093773,4.722951889038086,4.938596930388172e-05
238,1.756268355064094,5.5276007652282715,4.937853503726979e-05
239,1.7508541564457119,5.1244401931762695,4.937105660287686e-05
240,2.325433893594891,4.453642845153809,4.9363534014251975e-05
241,2.5121619952842593,4.995182514190674,4.9355967285024184e-05
242,1.4616429987363517,3.291548013687134,4.9348356428902495e-05
243,1.934940685518086,5.799899101257324,4.9340701459675866e-05
244,2.347550944890827,3.4509592056274414,4.933300239121318e-05
245,2.0088550697546452,3.7357943058013916,4.9325259237463215e-05
246,2.0780462166294456,3.490583896636963,4.931747201245461e-05
247,1.9489330421201885,4.102287292480469,4.930964073029588e-05
248,2.7939246501773596,3.6422598361968994,4.9301765405175324e-05
249,2.452213299460709,4.272099018096924,4.929384605136107e-05
250,1.8850311762653291,4.294670581817627,4.928588268320098e-05
251,1.8704460617154837,4.881696701049805,4.927787531512269e-05
252,2.1152601782232523,3.717711925506592,4.926982396163352e-05
253,2.7160614291206002,5.406558990478516,4.926172863732051e-05
254,1.9276651763357222,4.261136531829834,4.925358935685037e-05
255,2.0169065166264772,5.340094089508057,4.924540613496942e-05
256,2.2753348387777805,3.803823947906494,4.923717898650359e-05
257,1.8762872177176178,2.954155683517456,4.922890792635842e-05
