step,loss,grad_norm,lr
1,4.666498184204102,0.6306309103965759,4.8780487804878055e-06
2,3.309056282043457,0.48662060499191284,9.756097560975611e-06
3,4.134713172912598,0.5749317407608032,1.4634146341463415e-05
4,3.779949426651001,0.5834481120109558,1.9512195121951222e-05
5,3.464021921157837,0.49724316596984863,2.4390243902439026e-05
6,3.6960079669952393,0.5931538343429565,2.926829268292683e-05
7,3.7345821857452393,0.5952860713005066,3.414634146341464e-05
8,3.5580191612243652,0.5515348315238953,3.9024390243902444e-05
9,3.4545321464538574,0.6116867065429688,4.390243902439025e-05
10,3.9985170364379883,0.6547088027000427,4.878048780487805e-05
11,3.3858141899108887,0.792365312576294,5.365853658536586e-05
12,3.7113969326019287,0.8918187618255615,5.853658536585366e-05
13,3.7589402198791504,0.5700123906135559,6.341463414634146e-05
14,2.9166533946990967,0.8439831137657166,6.829268292682928e-05
15,3.5325286388397217,0.6254435181617737,7.317073170731707e-05
16,3.536064624786377,0.7500604391098022,7.804878048780489e-05
17,3.0756428241729736,0.8135677576065063,8.292682926829268e-05
18,4.224967956542969,0.7836982011795044,8.78048780487805e-05
19,4.139625549316406,0.8269326090812683,9.26829268292683e-05
20,3.4092159271240234,0.7200666666030884,9.75609756097561e-05
21,3.715092420578003,0.8899573087692261,0.0001024390243902439
22,3.909226894378662,0.8425434231758118,0.00010731707317073172
23,3.0501387119293213,0.8192894458770752,0.00011219512195121953
24,3.4229629039764404,0.8225494623184204,0.00011707317073170732
25,2.9668917655944824,0.9364715814590454,0.00012195121951219512
26,4.3774871826171875,1.2308785915374756,0.00012682926829268293
27,2.890028953552246,1.0881587266921997,0.00013170731707317076
28,3.706146717071533,0.959037721157074,0.00013658536585365856
29,3.2438857555389404,0.9697763919830322,0.00014146341463414634
30,4.027303695678711,1.1057754755020142,0.00014634146341463414
31,3.6981098651885986,1.0616310834884644,0.00015121951219512197
32,4.218774318695068,1.2767176628112793,0.00015609756097560978
33,3.5111196041107178,1.1711325645446777,0.00016097560975609758
34,3.6560189723968506,1.2344987392425537,0.00016585365853658536
35,3.4655025005340576,1.1337714195251465,0.0001707317073170732
36,3.1942763328552246,1.6020960807800293,0.000175609756097561
37,3.6267588138580322,1.3011847734451294,0.0001804878048780488
38,4.189477443695068,1.7789969444274902,0.0001853658536585366
39,3.6921427249908447,1.573331356048584,0.0001902439024390244
40,2.909367322921753,1.5165791511535645,0.0001951219512195122
41,3.2784276008605957,1.645363450050354,0.0002
42,3.869951009750366,2.1179089546203613,0.0001999997222786614
43,3.577965497970581,2.0880796909332275,0.00019999888911618815
44,3.2253544330596924,1.6139739751815796,0.00019999750051720802
45,3.809868574142456,2.0830836296081543,0.00019999555648943386
46,3.067974805831909,2.1175384521484375,0.00019999305704366366
47,3.981731653213501,1.7941850423812866,0.00019999000219378036
48,3.6484060287475586,2.5761282444000244,0.00019998639195675195
49,3.233336925506592,1.7172034978866577,0.00019998222635263116
50,3.129647970199585,1.678491473197937,0.0001999775054045556
51,3.3828845024108887,1.9175608158111572,0.00019997222913874745
52,4.050124645233154,2.5562386512756348,0.00019996639758451323
53,3.6397061347961426,1.9361006021499634,0.000199960010774244
54,4.18140983581543,1.9714487791061401,0.00019995306874341474
55,3.592139720916748,2.157141923904419,0.00019994557153058456
56,3.94944167137146,2.1522419452667236,0.00019993751917739605
57,3.3853611946105957,2.0779430866241455,0.00019992891172857552
58,3.748648166656494,3.0821871757507324,0.00019991974923193234
59,4.272110939025879,2.1103131771087646,0.00019991003173835896
60,3.230210542678833,1.7556915283203125,0.0001998997593018305
61,4.0251030921936035,2.3070895671844482,0.00019988893197940438
62,3.9896047115325928,3.0214951038360596,0.00019987754983122032
63,3.096151828765869,1.5875444412231445,0.00019986561292049948
64,2.8374431133270264,1.7295632362365723,0.00019985312131354466
65,3.822173595428467,1.871943473815918,0.00019984007507973953
66,3.2993483543395996,2.0548505783081055,0.00019982647429154843
67,3.7163987159729004,1.9647915363311768,0.00019981231902451593
68,3.5431649684906006,1.9529184103012085,0.00019979760935726645
69,3.836287260055542,1.6745315790176392,0.0001997823453715038
70,4.185540199279785,1.9602288007736206,0.0001997665271520106
71,3.597900629043579,2.149322509765625,0.00019975015478664802
72,3.55558443069458,2.332836866378784,0.00019973322836635518
73,3.5752384662628174,1.9726186990737915,0.00019971574798514864
74,3.2308146953582764,1.8691788911819458,0.00019969771374012184
75,3.286043167114258,1.810970425605774,0.00019967912573144476
76,3.6042072772979736,2.232088088989258,0.00019965998406236307
77,3.6602933406829834,1.994425654411316,0.00019964028883919782
78,3.609422445297241,2.2185354232788086,0.00019962004017134462
79,3.8429739475250244,3.87540340423584,0.00019959923817127327
80,3.619717597961426,2.0752999782562256,0.00019957788295452692
81,3.997042179107666,2.514495611190796,0.00019955597463972157
82,3.6237542629241943,1.8185639381408691,0.00019953351334854537
83,3.3914217948913574,1.775451421737671,0.0001995104992057579
84,3.766953945159912,1.6700795888900757,0.00019948693233918952
85,3.5081260204315186,1.9958164691925049,0.00019946281287974067
86,3.043369770050049,2.015645980834961,0.00019943814096138116
87,3.719147205352783,2.035151720046997,0.0001994129167211493
88,4.4279069900512695,2.7435190677642822,0.0001993871402991513
89,4.102885723114014,2.139061212539673,0.00019936081183856042
90,3.3487703800201416,1.8812081813812256,0.00019933393148561615
91,3.5562167167663574,1.9257676601409912,0.00019930649938962344
92,3.76568603515625,1.6858254671096802,0.00019927851570295188
93,3.181251049041748,1.7853424549102783,0.00019924998058103483
94,3.3617639541625977,1.482413649559021,0.00019922089418236848
95,3.3654839992523193,1.9179840087890625,0.00019919125666851116
96,3.564255475997925,1.8839627504348755,0.0001991610682040822
97,3.740475654602051,2.0175387859344482,0.00019913032895676124
98,3.181446075439453,1.926417589187622,0.0001990990390972872
99,2.9661619663238525,1.855979323387146,0.00019906719879945732
100,4.060471057891846,2.315081834793091,0.00019903480824012617
101,3.6558761596679688,2.216228723526001,0.00019900186759920477
102,3.4455220699310303,1.7065272331237793,0.00019896837705965945
103,3.529414176940918,1.8085373640060425,0.00019893433680751103
104,3.6791763305664062,2.051741600036621,0.00019889974703183355
105,4.0979509353637695,2.1451427936553955,0.00019886460792475338
106,2.6197948455810547,1.8219234943389893,0.00019882891968144817
107,3.109113931655884,1.8800477981567383,0.00019879268250014558
108,3.4796559810638428,1.890237808227539,0.00019875589658212243
109,3.6652824878692627,2.564378499984741,0.0001987185621317034
110,3.2727553844451904,1.9212568998336792,0.00019868067935625996
111,3.6216225624084473,2.0155324935913086,0.0001986422484662092
112,3.763537645339966,1.8617397546768188,0.0001986032696750127
113,3.232435703277588,2.231788158416748,0.0001985637431991753
114,3.73956561088562,2.116117000579834,0.0001985236692582439
115,3.3472824096679688,1.8712717294692993,0.0001984830480748063
116,3.3929977416992188,1.7553380727767944,0.00019844187987448983
117,3.4045603275299072,1.5982717275619507,0.00019840016488596032
118,3.683382034301758,2.0803112983703613,0.00019835790334092054
119,3.3316550254821777,2.132739305496216,0.00019831509547410924
120,3.189199447631836,1.696083664894104,0.0001982717415232995
121,3.058786153793335,1.9804927110671997,0.0001982278417292977
122,2.806216239929199,1.9910905361175537,0.00019818339633594203
123,3.2955965995788574,2.039151668548584,0.00019813840559010118
124,3.3687822818756104,1.7447116374969482,0.00019809286974167294
125,3.3542659282684326,2.3992700576782227,0.00019804678904358284
126,3.6353368759155273,1.8870595693588257,0.00019800016375178277
127,4.0993804931640625,2.320180654525757,0.00019795299412524945
128,3.500418186187744,2.062988758087158,0.00019790528042598317
129,3.6128478050231934,2.2278354167938232,0.00019785702291900617
130,3.2311699390411377,2.1040701866149902,0.0001978082218723612
131,3.8389434814453125,2.392465829849243,0.00019775887755711012
132,3.7745213508605957,3.7708098888397217,0.00019770899024733235
133,3.088531255722046,1.7352451086044312,0.00019765856022012325
134,3.335190534591675,1.8886877298355103,0.00019760758775559274
135,3.1393299102783203,1.5376931428909302,0.0001975560731368636
136,3.6535089015960693,2.0987517833709717,0.0001975040166500701
137,3.442739248275757,2.136749029159546,0.00019745141858435608
138,3.5673985481262207,1.7005726099014282,0.0001973982792318737
139,2.9468815326690674,1.7399030923843384,0.0001973445988877816
140,2.784508466720581,2.256222724914551,0.00019729037785024334
141,3.0960984230041504,1.9825271368026733,0.00019723561642042564
142,3.7690017223358154,1.6648995876312256,0.00019718031490249688
143,4.026793956756592,2.085845947265625,0.0001971244736036253
144,3.331632375717163,1.3869551420211792,0.00019706809283397733
145,3.3662760257720947,1.4472507238388062,0.0001970111729067158
146,3.9493842124938965,2.3716652393341064,0.00019695371413799826
147,3.055450201034546,1.689719796180725,0.00019689571684697524
148,3.287477493286133,1.4731121063232422,0.0001968371813557885
149,3.725466728210449,3.6793715953826904,0.00019677810798956905
150,3.7851619720458984,3.3891522884368896,0.00019671849707643567
151,3.4767544269561768,2.268547296524048,0.00019665834894749273
152,2.971559524536133,2.394580841064453,0.00019659766393682865
153,3.4157497882843018,1.8927580118179321,0.00019653644238151388
154,3.345768928527832,1.768201231956482,0.00019647468462159905
155,2.912970781326294,2.1485519409179688,0.00019641239100011312
156,3.633640766143799,2.007465124130249,0.00019634956186306146
157,2.8512139320373535,1.6359083652496338,0.0001962861975594239
158,3.1109113693237305,1.7609946727752686,0.00019622229844115283
159,3.502631902694702,1.9516328573226929,0.00019615786486317123
160,3.3302102088928223,1.9279407262802124,0.00019609289718337065
161,3.5478553771972656,2.155970811843872,0.00019602739576260936
162,4.3607611656188965,4.127220630645752,0.0001959613609647102
163,3.2004587650299072,1.803832769393921,0.00019589479315645857
164,1.812329649925232,4.427753448486328,0.00019582769270760052
165,3.2147960662841797,1.956634283065796,0.0001957600599908406
166,2.7722365856170654,2.2501907348632812,0.00019569189538183975
167,3.67154598236084,2.040943145751953,0.00019562319925921332
168,3.499070405960083,1.780210256576538,0.00019555397200452892
169,3.7024338245391846,1.8106565475463867,0.0001954842140023042
170,3.875040054321289,2.71004581451416,0.00019541392564000488
171,3.5892579555511475,1.8135477304458618,0.00019534310730804258
172,3.5042564868927,1.6712044477462769,0.0001952717593997725
173,3.865208148956299,2.2227015495300293,0.0001951998823114914
174,3.7030205726623535,2.065877676010132,0.00019512747644243525
175,3.659271001815796,2.0414750576019287,0.0001950545421947772
176,3.8283493518829346,2.1480019092559814,0.00019498107997362518
177,3.189300537109375,2.794171094894409,0.00019490709018701966
178,3.789405107498169,2.2019100189208984,0.00019483257324593158
179,3.8895106315612793,2.147202253341675,0.00019475752956425976
180,3.73435640335083,2.3358001708984375,0.00019468195955882892
181,2.821181297302246,2.9030797481536865,0.000194605863649387
182,3.693507432937622,2.070171594619751,0.00019452924225860327
183,3.2822251319885254,2.5084121227264404,0.00019445209581206557
184,3.0692636966705322,1.9043858051300049,0.0001943744247382782
185,3.6004719734191895,2.019451379776001,0.00019429622946865943
186,3.9480795860290527,2.139866828918457,0.00019421751043753922
187,3.3468430042266846,1.7908251285552979,0.00019413826808215663
188,3.398813247680664,2.0076146125793457,0.0001940585028426575
189,3.0801539421081543,1.4436379671096802,0.00019397821516209206
190,3.8329055309295654,2.155097723007202,0.0001938974054864123
191,3.5394864082336426,1.911620855331421,0.00019381607426446968
192,3.470045328140259,1.8512139320373535,0.0001937342219480125
193,3.6199584007263184,2.011279344558716,0.00019365184899168347
194,3.365704298019409,3.750397205352783,0.00019356895585301715
195,3.5584042072296143,1.9388526678085327,0.00019348554299243739
196,3.3271167278289795,2.0275113582611084,0.0001934016108732548
197,3.145393133163452,1.6169883012771606,0.00019331715996166423
198,3.2274010181427,1.682957410812378,0.00019323219072674207
199,3.4592225551605225,1.8351969718933105,0.0001931467036404437
200,3.600393533706665,1.905537486076355,0.0001930606991776009
201,3.783607006072998,1.6851967573165894,0.0001929741778159192
202,4.052639007568359,2.3774003982543945,0.00019288714003597504
203,3.618380069732666,1.5890483856201172,0.00019279958632121349
204,3.6662237644195557,2.4064338207244873,0.00019271151715794527
205,2.74424147605896,1.8083534240722656,0.00019262293303534404
206,3.6605777740478516,1.7301771640777588,0.00019253383444544384
207,3.5643458366394043,1.6562541723251343,0.00019244422188313624
208,3.3558084964752197,1.9463311433792114,0.00019235409584616772
209,3.693052053451538,2.0035293102264404,0.0001922634568351367
210,2.8048675060272217,1.7548683881759644,0.00019217230535349095
211,3.5367891788482666,1.822735071182251,0.00019208064190752468
212,3.472172737121582,1.8265900611877441,0.0001919884670063758
213,3.4996612071990967,1.8942581415176392,0.00019189578116202307
214,3.4937973022460938,2.212240695953369,0.0001918025848892832
